0 1.346e-25 -1.657e-29
2 5.081e-25 -4.057e-29
4 -3.889e-24 4.889e-28
6 -6.536e-24 4.280e-28
8 3.851e-23 -4.641e-27
10 4.461e-23 -2.699e-27
12 -2.617e-22 2.966e-26
14 -1.699e-22 9.654e-27
16 1.404e-21 -1.468e-25
18 2.891e-22 -1.457e-26
20 -5.870e-21 5.602e-25
22 -7.945e-23 2.952e-27
24 1.627e-20 -1.425e-24
26 -2.388e-22 3.013e-26
28 -2.021e-20 1.676e-24
30 1.027e-20 -8.755e-25
32 3.123e-21 -2.782e-25
34 -2.836e-20 2.288e-24
36 1.310e-21 -6.296e-26
38 2.193e-21 -2.379e-25
40 -4.496e-21 3.601e-25
42 2.244e-22 -7.779e-27
44 1.146e-23 -2.126e-27
46 -4.257e-23 4.234e-27
48 3.966e-24 -2.406e-28
50 -5.108e-27 -6.899e-31
52 -5.154e-27 8.664e-31
54 1.075e-27 -1.084e-31
56 -1.577e-29 7.694e-34
58 2.751e-33 7.344e-37
60 8.231e-34 -1.656e-37
62 -2.696e-35 3.115e-39
64 6.303e-38 -3.662e-42
66 -5.348e-42 -6.421e-46
68 -3.982e-45 1.245e-48
70 9.032e-48 -1.351e-51
72 -2.274e-52 1.965e-56
