0 -5.002e-32 5.822e-35
2 -1.311e-27 1.684e-31
4 -1.289e-27 1.545e-31
6 2.264e-26 -2.974e-30
8 1.029e-26 -1.176e-30
10 -2.111e-25 2.781e-29
12 -5.095e-26 5.439e-30
14 1.425e-24 -1.849e-28
16 1.668e-25 -1.679e-29
18 -7.499e-24 9.432e-28
20 -3.245e-25 3.068e-29
22 3.085e-23 -3.712e-27
24 5.056e-26 4.426e-29
26 -9.342e-23 1.066e-26
28 7.748e-24 -1.401e-27
30 1.785e-22 -1.924e-26
32 -9.350e-23 1.294e-26
34 -1.473e-22 1.497e-26
36 4.794e-22 -5.764e-26
38 9.704e-24 -8.918e-28
40 -9.083e-22 1.026e-25
42 5.176e-23 -5.390e-27
44 3.184e-22 -3.750e-26
46 -5.391e-22 5.609e-26
48 4.565e-25 1.284e-29
50 1.526e-22 -1.899e-26
52 -9.562e-23 9.110e-27
54 2.281e-25 2.051e-29
56 5.111e-24 -7.683e-28
58 -3.398e-24 3.566e-28
60 8.936e-26 -2.545e-30
62 3.461e-27 -9.386e-31
64 -8.831e-27 1.226e-30
66 6.914e-28 -5.872e-32
68 -1.443e-30 -1.632e-34
70 -3.995e-31 9.791e-35
72 1.082e-31 -1.525e-35
74 -2.061e-33 1.559e-37
76 1.097e-36 2.064e-40
78 9.648e-38 -2.759e-41
80 -6.960e-39 1.098e-42
82 3.731e-41 -3.214e-45
84 -1.152e-44 -1.148e-48
86 -1.483e-47 6.393e-51
88 3.621e-49 -7.055e-53
90 -3.168e-52 3.647e-56
92 1.921e-56 5.606e-62
94 2.197e-64 -7.634e-67
96 -1.300e-65 3.539e-69
