0 -4.065e-29 -1.359e-32
2 3.745e-27 2.807e-31
4 1.374e-26 2.264e-30
6 -2.002e-26 -2.641e-31
8 -2.175e-25 -3.421e-29
10 -7.517e-27 -9.715e-30
12 1.883e-24 2.718e-28
14 3.039e-25 5.496e-29
16 -1.004e-23 -1.356e-27
18 -1.275e-24 -2.046e-28
20 3.664e-23 4.775e-27
22 4.397e-24 7.773e-28
24 -1.003e-22 -1.303e-26
26 -1.308e-23 -2.365e-27
28 2.221e-22 2.959e-26
30 2.430e-23 4.246e-27
32 -4.144e-22 -5.764e-26
34 -2.001e-23 -3.301e-27
36 6.337e-22 9.206e-26
38 2.652e-24 3.589e-28
40 -6.946e-22 -1.033e-25
42 1.953e-24 4.316e-28
44 4.090e-22 5.953e-26
46 -5.226e-23 -9.748e-27
48 -6.795e-23 -8.408e-27
50 8.642e-23 1.468e-26
52 7.276e-26 -1.466e-29
54 -1.916e-23 -2.722e-27
56 1.663e-24 3.647e-28
58 1.548e-25 5.529e-30
60 -3.806e-25 -5.788e-29
62 7.540e-27 2.086e-30
64 1.121e-27 2.542e-32
66 -8.686e-28 -1.290e-31
68 1.124e-29 3.161e-33
70 2.502e-31 -1.741e-35
72 -1.725e-31 -2.154e-35
74 2.361e-33 5.635e-37
76 2.035e-37 -1.646e-40
78 -1.499e-36 -1.083e-40
80 2.182e-38 3.992e-42
82 -5.564e-42 -2.896e-45
84 -1.537e-43 9.370e-48
86 2.600e-45 3.010e-49
88 -1.638e-48 -4.149e-52
90 -2.496e-56 1.678e-58
92 3.850e-55 1.239e-60
94 -7.053e-59 -1.008e-62
96 1.375e-64 4.608e-68
