0 6.463e-26 3.696e-30
2 2.890e-25 1.659e-29
4 3.340e-25 1.861e-29
6 -2.250e-24 -1.340e-28
8 -6.720e-24 -3.883e-28
10 -6.046e-24 -3.482e-28
12 -1.945e-26 1.107e-29
14 3.455e-23 2.015e-27
16 4.281e-23 2.464e-27
18 2.318e-23 1.335e-27
20 -4.282e-23 -2.505e-27
22 -1.335e-22 -7.703e-27
24 -6.651e-23 -3.837e-27
26 -2.103e-24 -1.260e-28
28 1.617e-22 9.294e-27
30 1.128e-22 6.516e-27
32 2.409e-23 1.403e-27
34 -8.496e-23 -4.821e-27
36 -9.344e-23 -5.389e-27
38 -1.470e-23 -8.584e-28
40 2.388e-23 1.329e-27
42 3.574e-23 2.053e-27
44 3.832e-24 2.260e-28
46 -3.903e-24 -2.110e-28
48 -6.533e-24 -3.745e-28
50 -4.223e-25 -2.537e-29
52 4.910e-25 2.618e-29
54 5.316e-25 3.062e-29
56 1.274e-26 7.822e-31
58 -3.866e-26 -2.071e-30
60 -1.498e-26 -8.818e-31
62 -5.838e-29 -4.350e-33
64 1.247e-27 6.844e-32
66 7.663e-29 4.806e-33
68 -9.215e-30 -4.376e-34
70 -8.351e-30 -4.821e-34
72 -1.128e-32 -7.627e-37
74 1.251e-31 6.724e-36
76 3.022e-33 1.991e-37
78 -3.643e-34 -1.738e-38
80 -5.746e-35 -3.473e-39
82 1.365e-37 4.170e-42
84 1.956e-37 1.122e-41
86 9.419e-42 6.833e-46
88 -1.661e-40 -9.120e-45
90 -4.945e-44 -4.542e-48
92 3.610e-44 1.909e-48
94 2.173e-47 1.763e-51
96 -1.603e-48 -8.162e-53
98 5.456e-51 3.879e-55
100 7.745e-51 5.470e-55
102 9.732e-51 6.917e-55
104 1.440e-50 1.022e-54
106 2.418e-50 1.717e-54
108 4.016e-50 2.851e-54
