0 5.189e-30 -9.474e-34
2 1.995e-29 -2.479e-33
4 -1.614e-28 3.099e-32
6 -3.227e-28 3.378e-32
8 1.799e-27 -3.432e-31
10 3.190e-27 -3.116e-31
12 -1.428e-26 2.658e-30
14 -2.196e-26 2.073e-30
16 9.319e-26 -1.666e-29
18 1.071e-25 -9.793e-30
20 -5.284e-25 8.942e-29
22 -3.507e-25 3.035e-29
24 2.628e-24 -4.163e-28
26 6.571e-25 -5.063e-29
28 -1.106e-23 1.629e-27
30 -4.361e-25 2.526e-29
32 3.598e-23 -4.933e-27
34 2.751e-26 1.315e-30
36 -7.718e-23 9.926e-27
38 6.887e-24 -1.146e-27
40 8.002e-23 -9.802e-27
42 -7.911e-23 1.072e-26
44 -1.521e-23 1.838e-27
46 2.105e-22 -2.669e-26
48 -2.186e-24 2.232e-28
50 -1.035e-22 1.357e-26
52 8.929e-23 -1.019e-26
54 3.348e-26 -1.921e-29
56 -4.332e-23 5.801e-27
58 1.562e-23 -1.572e-27
60 -1.857e-27 -1.919e-31
62 -2.231e-24 3.371e-28
64 8.542e-25 -9.113e-29
66 -6.034e-27 -2.557e-31
68 -6.954e-27 1.478e-30
70 5.636e-27 -7.602e-31
72 -2.561e-28 1.741e-32
74 5.283e-34 8.688e-37
76 1.659e-30 -3.319e-34
78 -2.156e-31 2.753e-35
80 2.329e-33 -7.978e-38
82 3.045e-37 -3.024e-40
84 -3.177e-36 6.810e-40
86 1.209e-37 -1.609e-41
88 -4.618e-40 1.479e-44
90 -1.890e-46 8.418e-49
92 2.967e-44 -7.572e-48
94 -3.638e-46 5.624e-50
96 4.687e-49 -2.853e-53
98 -8.992e-54 -4.295e-57
100 -1.720e-55 6.081e-59
102 4.635e-58 -9.055e-62
104 -7.345e-62 7.760e-66
106 4.590e-67 3.786e-71
108 1.970e-73 -1.580e-76
