0 -1.919e-31 1.950e-35
2 -3.080e-32 -7.488e-35
4 9.623e-30 -1.230e-33
6 3.522e-31 9.490e-34
8 -1.354e-28 1.794e-32
10 -6.126e-32 -7.561e-33
12 1.251e-27 -1.694e-31
14 -6.753e-29 5.559e-32
16 -8.665e-27 1.181e-30
18 1.015e-27 -3.951e-31
20 4.681e-26 -6.324e-30
22 -9.583e-27 2.660e-30
24 -1.970e-25 2.601e-29
26 7.299e-26 -1.671e-29
28 6.197e-25 -7.874e-29
30 -4.809e-25 9.538e-29
32 -1.314e-24 1.574e-28
34 2.634e-24 -4.627e-28
36 1.454e-24 -1.570e-28
38 -1.075e-23 1.710e-27
40 -3.298e-25 2.422e-29
42 2.803e-23 -4.132e-27
44 -1.317e-25 3.033e-29
46 -3.610e-23 5.070e-27
48 1.173e-23 -1.762e-27
50 1.178e-23 -1.649e-27
52 -5.021e-23 7.020e-27
54 2.233e-26 -1.688e-30
56 3.450e-23 -4.965e-27
58 -1.545e-23 1.894e-27
60 -3.475e-25 7.877e-29
62 1.282e-23 -1.839e-27
64 -2.561e-24 2.640e-28
66 -2.973e-26 9.414e-30
68 8.875e-25 -1.372e-28
70 -1.990e-25 2.110e-29
72 4.420e-29 1.942e-32
74 6.865e-27 -1.334e-30
76 -2.781e-27 3.661e-31
78 5.770e-29 -1.785e-33
80 1.134e-30 -4.342e-34
82 -2.989e-30 5.424e-34
84 2.272e-31 -2.558e-35
86 -7.312e-34 -5.962e-38
88 -6.092e-35 2.076e-38
90 2.332e-35 -4.305e-39
92 -5.628e-37 5.952e-41
94 6.378e-40 8.306e-44
96 1.856e-41 -7.293e-45
98 -2.583e-42 5.258e-46
100 2.362e-44 -2.771e-48
102 -1.645e-47 -1.163e-51
104 -1.537e-50 9.147e-54
106 1.390e-51 -3.393e-55
108 -4.172e-54 6.127e-58
110 1.278e-57 -1.627e-62
112 1.318e-65 -1.095e-67
114 -2.626e-64 8.572e-68
116 1.069e-67 -2.076e-71
118 -2.355e-72 2.081e-76
120 5.230e-79 1.173e-82
