0 3.803e-24 8.254e-31
2 7.292e-24 1.228e-30
4 -1.444e-22 -2.055e-29
6 -3.675e-23 2.167e-31
8 1.416e-21 1.056e-28
10 -1.877e-22 -1.640e-28
12 -6.300e-21 3.467e-30
14 7.100e-21 2.256e-27
16 8.264e-21 -9.842e-28
18 -7.252e-20 -1.098e-26
20 -1.523e-23 1.309e-29
22 1.992e-19 1.166e-26
24 -1.055e-19 -1.444e-26
26 -1.783e-20 1.078e-28
28 4.953e-19 2.372e-26
30 -2.723e-19 2.657e-27
32 3.566e-21 -1.556e-27
34 6.476e-21 2.543e-27
36 -1.109e-20 -1.732e-27
38 1.609e-21 1.515e-30
40 -2.411e-23 9.018e-30
42 -3.942e-26 -8.683e-32
44 1.938e-25 8.924e-32
46 -1.315e-26 -2.545e-33
48 1.377e-28 -8.239e-36
50 -1.317e-31 9.811e-38
52 -6.080e-35 -1.503e-40
54 7.067e-36 4.652e-42
56 -1.537e-38 -4.641e-45
58 2.768e-42 -4.204e-51
60 -1.426e-47 8.775e-54

