0 1.410e-30 2.462e-36
2 1.970e-28 4.026e-36
4 -3.771e-29 -2.061e-34
6 -2.995e-27 1.321e-34
8 4.709e-27 4.065e-33
10 1.995e-26 -2.721e-33
12 -8.595e-26 -4.502e-32
14 -6.384e-26 1.686e-32
16 9.032e-25 3.122e-31
18 7.106e-26 -2.025e-32
20 -5.869e-24 -1.223e-30
22 6.464e-26 1.601e-31
24 2.048e-23 1.660e-30
26 -1.028e-23 -5.450e-30
28 -2.420e-23 2.143e-30
30 1.263e-22 3.280e-29
32 3.255e-25 -4.564e-31
34 -3.939e-22 -4.830e-29
36 1.165e-22 3.679e-29
38 1.329e-22 -4.256e-31
40 -1.125e-21 -1.489e-28
42 7.932e-23 1.349e-29
44 3.050e-22 3.420e-29
46 -1.503e-21 -1.222e-28
48 3.483e-22 -1.728e-29
50 -1.344e-25 4.618e-31
52 -1.137e-22 -3.196e-29
54 8.837e-23 8.349e-30
56 -8.087e-24 1.440e-30
58 1.287e-27 -5.047e-33
60 1.625e-25 1.027e-31
62 -8.255e-26 -2.100e-32
64 6.050e-27 -2.179e-34
66 -4.769e-29 3.730e-35
68 -3.139e-31 -7.741e-37
70 5.812e-31 3.843e-37
72 -3.928e-32 -1.037e-38
74 5.110e-34 -6.776e-41
76 -6.107e-37 8.199e-43
78 -2.690e-39 -7.061e-45
80 5.367e-40 4.456e-46
82 -5.825e-42 -2.066e-48
84 1.199e-44 -1.162e-51
86 -2.733e-48 3.316e-54
88 -1.281e-52 -6.663e-58
90 5.511e-54 6.587e-60
92 -3.208e-57 -1.800e-63
94 1.622e-61 1.374e-68
96 -2.827e-67 2.024e-73
